"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
245,"Uganda","Soroti/Serere","Man","home","Ejumula","Kakamega","NASPOT 13","A","B","A","B","C","A","sweetness","not sweet and looks tasteless",NA,NA,NA,NA
246,"Uganda","Soroti/Serere","Woman","home","Ejumula","Kakamega","NASPOT 13","A","C","A","C","B","A","sweetness","not sweet and tasteless",NA,NA,NA,NA
249,"Uganda","Soroti/Serere","Man","home","NASPOT 13","Ejumula","NASPOT 8","B","C","B","C","A","B","sweet","tasteless",NA,NA,NA,NA
250,"Uganda","Soroti/Serere","Woman","home","NASPOT 13","Ejumula","NASPOT 8","A","C","A","C","B","A","sweet","tasteless",NA,NA,NA,NA
251,"Uganda","Soroti/Serere","Woman","home","NASPOT 13","Ejumula","NASPOT 8","B","C","B","C","A","B","sweet","tasteless",NA,NA,NA,NA
255,"Uganda","Soroti/Serere","Man","home","Kakamega","NASPOT 10 (Kabode)","NASPOT 13","A","B","A","B","C","A","It tastes sweet","It tastes watery",NA,NA,NA,NA
257,"Uganda","Soroti/Serere","Man","home","Ejumula","NASPOT 12","Kakamega","A","C","A","C","B","A","sweet, soft","tasteless, watery",NA,NA,NA,NA
259,"Uganda","Soroti/Serere","Woman","home","NASPOT 10 (Kabode)","NASPOT 8","Ejumula","A","C","A","C","B","A","A is sweeter than others","B is not sweet as others",NA,NA,NA,NA
260,"Uganda","Soroti/Serere","Woman","home","NASPOT 10 (Kabode)","NASPOT 8","Ejumula","B","A","C","A","C","B","It's better than others","It has no taste",NA,NA,NA,NA
261,"Uganda","Soroti/Serere","Woman","home","NASPOT 10 (Kabode)","NASPOT 8","Ejumula","C","A","C","A","B","C","It's sweet than others","It's tasteless",NA,NA,NA,NA
265,"Uganda","Soroti/Serere","Woman","home","Kakamega","Ejumula","NASPOT 13","C","A","C","A","B","C","SP is tasty, not watery when boiled","watery, spongy, tasteless",NA,NA,NA,NA
266,"Uganda","Soroti/Serere","Woman","home","Kakamega","Ejumula","NASPOT 13","C","A","C","A","B","C","sweet, satisfying","tasteless, watery, spongy",NA,NA,NA,NA
267,"Uganda","Soroti/Serere","Woman","home","Kakamega","Ejumula","NASPOT 13","C","A","C","A","B","C","The Sp is sweet tasting, satisfying, nice to eat","spongy, watery, tasteless, not nice to eat",NA,NA,NA,NA
269,"Uganda","Soroti/Serere","Man","home","Ejumula","NASPOT 12","NASPOT 10 (Kabode)","B","C","B","C","A","B","It is sweet","B is sweeter",NA,NA,NA,NA
270,"Uganda","Soroti/Serere","Man","home","Ejumula","NASPOT 12","NASPOT 10 (Kabode)","A","C","A","C","B","A","Taste of SP A is sweet","A is really sweet",NA,NA,NA,NA
271,"Uganda","Soroti/Serere","Woman","home","Ejumula","NASPOT 12","NASPOT 10 (Kabode)","A","C","A","C","B","A","sweet","A is very sweet",NA,NA,NA,NA
277,"Uganda","Soroti/Serere","Man","home","NASPOT 12","NASPOT 10 (Kabode)","Kakamega","A","B","A","B","C","A","A is the best","Taste B is the sweetpotato",NA,NA,NA,NA
278,"Uganda","Soroti/Serere","Woman","home","NASPOT 12","NASPOT 10 (Kabode)","Kakamega","B","C","B","C","A","B","B is the best sweetpotato","Taste B is bad sweetpotato",NA,NA,NA,NA
279,"Uganda","Soroti/Serere","Woman","home","NASPOT 12","NASPOT 10 (Kabode)","Kakamega","A","C","A","C","B","A","Because it is like sweetpotato","The taste of A is the taste of sweetpotato",NA,NA,NA,NA
281,"Uganda","Soroti/Serere","Woman","home","NASPOT 10 (Kabode)","NASPOT 13","NASPOT 8","B","A","B","A","C","B","It is sweet","not sweet",NA,NA,NA,NA
282,"Uganda","Soroti/Serere","Man","home","NASPOT 10 (Kabode)","NASPOT 13","NASPOT 8","B","C","B","C","A","B","very nice","not nice",NA,NA,NA,NA
283,"Uganda","Soroti/Serere","Man","home","NASPOT 10 (Kabode)","NASPOT 13","NASPOT 8","B","C","B","C","A","B","It is sweet","It is not sweet in taste",NA,NA,NA,NA
285,"Uganda","Soroti/Serere","Man","home","NASPOT 13","NASPOT 8","Ejumula","C","B","C","B","A","C","It was sweet","B is not sweet",NA,NA,NA,NA
286,"Uganda","Soroti/Serere","Woman","home","NASPOT 13","NASPOT 8","Ejumula","C","A","C","A","B","C","C was very sweet","A is not sweet",NA,NA,NA,NA
287,"Uganda","Soroti/Serere","Man","home","NASPOT 13","NASPOT 8","Ejumula","B","A","B","A","C","B","It was very sweet","A is not sweet",NA,NA,NA,NA
293,"Uganda","Soroti/Serere","Woman","home","Ejumula","Kakamega","NASPOT 13","A","C","A","C","B","A","The taste is good","The taste is not nice",NA,NA,NA,NA
294,"Uganda","Soroti/Serere","Man","home","Ejumula","Kakamega","NASPOT 13","A","C","A","C","B","C","This sweetpotato is sweet and tasteful","Its appearance and taste is not good",NA,NA,NA,NA
295,"Uganda","Soroti/Serere","Man","home","Ejumula","Kakamega","NASPOT 13","A","B","A","B","C","A","This sweetpotato is sweet like sugar","tasteless",NA,NA,NA,NA
297,"Uganda","Soroti/Serere","Man","home","NASPOT 8","Ejumula","Kakamega","C","A","C","A","C","A","It is sweet","Appearance and taste is not good",NA,NA,NA,NA
298,"Uganda","Soroti/Serere","Woman","home","NASPOT 8","Ejumula","Kakamega","B","C","B","C","B","A","Color and taste is fine","The taste is not bad",NA,NA,NA,NA
299,"Uganda","Soroti/Serere","Woman","home","NASPOT 8","Ejumula","Kakamega","B","A","B","A","B","A","This sweetpotato is sweet and looks nice","Appearane and taste is not good",NA,NA,NA,NA
304,"Uganda","Soroti/Serere","Woman","home","NASPOT 10 (Kabode)","NASPOT 12","NASPOT 13","B","C","B","C","A","B","It is very sweet","The taste of B is sweeter",NA,NA,NA,NA
305,"Uganda","Soroti/Serere","Man","home","NASPOT 10 (Kabode)","NASPOT 12","NASPOT 13","B","A","B","A","C","B","It is very sweet","It is very sweet",NA,NA,NA,NA
303,"Uganda","Soroti/Serere","Woman","home","NASPOT 10 (Kabode)","NASPOT 12","NASPOT 13","A","B","A","B","C","A","It is very sweet","A is sweeter",NA,NA,NA,NA
307,"Uganda","Soroti/Serere","Woman","home","NASPOT 12","NASPOT 10 (Kabode)","NASPOT 8","C","A","C","A","B","C","It was very sweet and enjoyable","The sweetpotato was tasteless to eat",NA,NA,NA,NA
308,"Uganda","Soroti/Serere","Man","home","NASPOT 12","NASPOT 10 (Kabode)","NASPOT 8","B","C","B","C","A","B","The sweetpotato was very sweet","The sweetpotato was tasteless",NA,NA,NA,NA
309,"Uganda","Soroti/Serere","Man","home","NASPOT 12","NASPOT 10 (Kabode)","NASPOT 8","A","B","A","B","C","A","It was very sweet and enjoyable","The sweetpotato was tasteless",NA,NA,NA,NA
311,"Uganda","Soroti/Serere","Man","home","NASPOT 13","NASPOT 8","Ejumula","B","A","B","A","C","B","It was very appetising with a nice aroma","It did not have an aroma and not appetising",NA,NA,NA,NA
312,"Uganda","Soroti/Serere","Woman","home","NASPOT 13","NASPOT 8","Ejumula","A","C","A","C","B","A","It was very sweet and appetising","It was not appetising in taste and aroma",NA,NA,NA,NA
313,"Uganda","Soroti/Serere","Woman","home","NASPOT 13","NASPOT 8","Ejumula","C","A","C","A","B","C","It was sweet","The taste was not good and lavked aroma",NA,NA,NA,NA
315,"Uganda","Soroti/Serere","Woman","home","Kakamega","NASPOT 13","NASPOT 12","A","B","A","B","C","A","A is sweet","A is sweeter",NA,NA,NA,NA
314,"Uganda","Soroti/Serere","Man","home","Kakamega","NASPOT 13","NASPOT 12","C","B","C","B","A","C","A is sweet","sweetpotato c is sweeter",NA,NA,NA,NA
317,"Uganda","Soroti/Serere","Woman","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","B","A","B","A","C","B","Appetising","Not appetising",NA,NA,NA,NA
318,"Uganda","Soroti/Serere","Woman","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","C","A","C","A","B","C","It was sweet","Not appetising esspecially in taste",NA,NA,NA,NA
319,"Uganda","Soroti/Serere","Man","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","A","C","A","C","B","C","Very sweet and more appetising than others","Not stimulating an dappetising in appearance and tatse",NA,NA,NA,NA
320,"Uganda","Soroti/Serere","Man","home","NASPOT 8","Ejumula","Kakamega","B","C","B","C","A","B","It is very sweet","It is tasty",NA,NA,NA,NA
321,"Uganda","Soroti/Serere","Man","home","NASPOT 8","Ejumula","Kakamega","B","C","B","C","A","B","It is very sweet","It is not sweet",NA,NA,NA,NA
325,"Uganda","Soroti/Serere","Man","home","NASPOT 12","NASPOT 8","NASPOT 13","C","A","C","A","B","C","It's very sweet","It's not sweet",NA,NA,NA,NA
326,"Uganda","Soroti/Serere","Man","home","NASPOT 12","NASPOT 8","NASPOT 13","B","A","B","A","C","B","It is tasty","It is not tasty",NA,NA,NA,NA
327,"Uganda","Soroti/Serere","Man","home","NASPOT 12","NASPOT 8","NASPOT 13","C","A","C","A","B","C","It's very sweet","It's not sweet",NA,NA,NA,NA
330,"Uganda","Soroti/Serere","Woman","home","NASPOT 13","NASPOT 10 (Kabode)","Ejumula","B","A","B","A","C","B","It was sweet with good aroma","Not appetising in taste",NA,NA,NA,NA
329,"Uganda","Soroti/Serere","Man","home","NASPOT 13","NASPOT 10 (Kabode)","Ejumula","A","C","A","C","A","C","More appetising in taste and appearance","Not appetising in taste and color",NA,NA,NA,NA
328,"Uganda","Soroti/Serere","Man","home","NASPOT 13","NASPOT 10 (Kabode)","Ejumula","C","B","C","B","A","C","It was very sweet","It was appetising in taste",NA,NA,NA,NA
331,"Uganda","Soroti/Serere","Woman","home","Kakamega","NASPOT 13","NASPOT 12","B","C","B","C","A","B","not fibrous, cooks easily, needs little water to cook","fibrous, not sweet, takes long to cook",NA,NA,NA,NA
332,"Uganda","Soroti/Serere","Woman","home","Kakamega","NASPOT 13","NASPOT 12","B","C","B","C","A","B","sweet and uses little water to cook","tasteless, not sweet and uses more firewood to cook",NA,NA,NA,NA
333,"Uganda","Soroti/Serere","Man","home","Kakamega","NASPOT 13","NASPOT 12","B","C","B","C","A","B","very sweet, uses little water, color is admirable, not fibrous, cooks easily","not sweet, tasteless, fibrous, chokes when eating, hard to peel",NA,NA,NA,NA
336,"Uganda","Soroti/Serere","Man","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","A","C","A","C","A","C","color and appearance is good, even heavy in weight; tastes good without salt","color and appearance not good, not smooth",NA,NA,NA,NA
337,"Uganda","Soroti/Serere","Woman","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","B","C","B","C","B","C","It is sweet and looks nice","Tatseless and rough",NA,NA,NA,NA
85,"Uganda","Gulu","Woman","home","Kakamega","NASPOT 12","NASPOT 10 (Kabode)","B","C","B","C","B","A","So nice and good","So soft",NA,NA,NA,NA
95,"Uganda","Gulu","Woman","home","NASPOT 12","NASPOT 10 (Kabode)","NASPOT 8","A","C","A","C","B","A","So sweet","Not favorite sweetpotato",NA,NA,NA,NA
96,"Uganda","Gulu","Man","home","NASPOT 12","NASPOT 10 (Kabode)","NASPOT 8","A","C","A","C","B","A","So sweet","No favourite",NA,NA,NA,NA
105,"Uganda","Gulu","Man","home","NASPOT 8","Ejumula","Kakamega","C","A","C","B","B","A","It tastes sweet","Tasteless",NA,NA,NA,NA
106,"Uganda","Gulu","Man","home","NASPOT 8","Ejumula","Kakamega","C","A","C","A","B","C","Sweet","Tasteless",NA,NA,NA,NA
107,"Uganda","Gulu","Woman","home","NASPOT 8","Ejumula","Kakamega","B","A","B","C","C","A","Sweet","Tasteless",NA,NA,NA,NA
121,"Uganda","Gulu","Woman","home","NASPOT 10 (Kabode)","NASPOT 13","Ejumula","A","C","A","C","B","A","Sp is good to at, and is tatsy and has a good smell","Not tasty: mit kur ngwece pe",NA,NA,NA,NA
122,"Uganda","Gulu","Woman","home","NASPOT 10 (Kabode)","NASPOT 13","Ejumula","A","C","A","C","B","A","Sp is the best and god to be eaten and has a good smell","kur lim mit ngwece pe",NA,NA,NA,NA
123,"Uganda","Gulu","Woman","home","NASPOT 10 (Kabode)","NASPOT 13","Ejumula","C","A","C","A","C","B","Very good","Nice but watery",NA,NA,NA,NA
118,"Uganda","Gulu","Woman","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","C","B","C","B","C","A","Sweet and good","Not very sweet",NA,NA,NA,NA
116,"Uganda","Gulu","Man","home","Kakamega","NASPOT 13","NASPOT 12","B","A","B","A","C","B","Good","Not sweet",NA,NA,NA,NA
114,"Uganda","Gulu","Woman","home","Kakamega","NASPOT 13","NASPOT 12","B","A","B","A","C","B","Very good","Not good",NA,NA,NA,NA
115,"Uganda","Gulu","Man","home","Kakamega","NASPOT 13","NASPOT 12","B","A","B","A","C","B","Sweet","Not good",NA,NA,NA,NA
110,"Uganda","Gulu","Man","home","NASPOT 12","NASPOT 8","NASPOT 13","A","B","A","B","C","A","Sweet and soft","C is not sweet",NA,NA,NA,NA
112,"Uganda","Gulu","Woman","home","NASPOT 12","NASPOT 8","NASPOT 13","A","B","A","B","C","A","Sweet and soft","C is not sweet",NA,NA,NA,NA
111,"Uganda","Gulu","Woman","home","NASPOT 12","NASPOT 8","NASPOT 13","A","B","A","B","C","A","Sweet and soft","C is not sweet",NA,NA,NA,NA
101,"Uganda","Gulu","Man","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","A","B","A","B","C","B","Sweet taste","Not very sweet",NA,NA,NA,NA
102,"Uganda","Gulu","Woman","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","A","B","A","B","C","B","Very sweet taste","Not very sweet",NA,NA,NA,NA
103,"Uganda","Gulu","Woman","home","Ejumula","Kakamega","NASPOT 10 (Kabode)","A","B","A","B","C","B","Sweet taste","Liittle sweet taste",NA,NA,NA,NA
99,"Uganda","Gulu","Man","home","Kakamega","NASPOT 13","NASPOT 12","A","B","A","B","A","C","Nice and smells good","B not nice",NA,NA,NA,NA
